EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
143198071,AUS / WPrk (AUS) 28th Apr,R6 520m Heat,28-04-2018 12:20,17006055,5. Blazin Audrey,0,53.774775343164805,1,1,1,1001,1,1001,0,0,0
143214972,TRP / PBarr 28th Apr,A5 480m,28-04-2018 11:07,12555598,4. Cefn Carys,1,5.062001975609528,1,3.92926097321553779273594166316084700603,1,1001,1,1001,713.1,0,0
143218101,RPGTV / Crayfd 28th Apr,S3 540m,28-04-2018 22:35,12606589,3. Rathdown Ruby,0,6.4,1,1,1,1001,1,1001,0,0,0
143198047,AUS / Gard (AUS) 28th Apr,R6 515m Heat,28-04-2018 09:32,17034011,5. Man Unkind,0,4.131643934,1,3.70911436608788437287806770782811135901,1,1001,1,1001,1030.9,0,0
143198077,AUS / WPrk (AUS) 28th Apr,R9 520m Gr5,28-04-2018 13:27,13342531,3. Skid Oscar,0,28,1,1,1,1001,1,1001,0,0,0
143198063,AUS / WPrk (AUS) 28th Apr,R2 520m Gr5,28-04-2018 10:50,17344409,2. Unchangeable,0,11,1,9.3312431971984288486110453835596990204,1,1001,1,1001,422.62,0,0
143198051,AUS / Gard (AUS) 28th Apr,R8 515m Heat,28-04-2018 10:16,18454990,3. Winsome Fernando,0,3.2279244897638275,1,2.72474532210815233168826370378190071521,1,1001,1,1001,1515.64,0,0
143217733,SIS / Monm 28th Apr,A1 480m,28-04-2018 22:00,16650046,1. Salems Phoenix,1,5.7,1,1,1,1001,1,1001,0,0,0
143219031,SIS / Crayfd 28th Apr,S5 540m,28-04-2018 12:54,11906744,3. Olwinn Prince,1,6.2,1,1,1,1001,1,1001,0,0,0
143217534,TRP / Towc 28th Apr,A7 480m,28-04-2018 12:17,13338169,1. Mystery,0,5.195141009,1,1,1,1001,1,1001,0,0,0
143216494,SIS / Romfd 28th Apr,S2 575m,28-04-2018 19:59,16961021,6. Racy Lucy,0,3.752373232870741,1,1,1,1001,1,1001,0,0,0
143198071,AUS / WPrk (AUS) 28th Apr,R6 520m Heat,28-04-2018 12:20,14210842,1. Miss Splendamiro,1,1.3311786471812592,1,1,1,1001,1,1001,0,0,0
143217942,RPGTV / Sheff 28th Apr,A2 500m,28-04-2018 20:08,11601195,2. Bogcross Mikey,0,19.402350346,1,1,1,1001,1,1001,0,0,0
143216200,SIS / Donc 28th Apr,A3 483m,28-04-2018 15:57,12028990,5. Bellagio Blue,0,6,1,1,1,1001,1,1001,0,0,0
143217518,TRP / Towc 28th Apr,A10 480m,28-04-2018 10:16,18459486,4. Dunham Gem (Res),0,26.25,1,10.9033807556983325684564785069603793789,1,1001,1,1001,130.74,0,0
143216212,SIS / Donc 28th Apr,A3 483m,28-04-2018 17:53,12178251,6. Harton Lila,0,4.159273276864552,1,1,1,1001,1,1001,0,0,0
143216488,SIS / Romfd 28th Apr,A8 400m,28-04-2018 19:12,16756187,3. Brookside Boro,1,4.1,1,1,1,1001,1,1001,0,0,0
143198023,AUS / Nowr (AUS) 28th Apr,R5 520m heat,28-04-2018 09:48,17255653,3. Winsome Currency,0,17.5,1,13.3600207325501036627505183137525915688,1,1001,1,1001,289.4,0,0
143198025,AUS / Nowr (AUS) 28th Apr,R6 520m Gr4/5,28-04-2018 10:09,17703527,10. Stilton Sox,0,13.5,1,12.1217287324906047147249743764947044756,1,1001,1,1001,117.08,0,0
143219018,SIS / Crayfd 28th Apr,S4 540m,28-04-2018 11:21,14140251,4. Canutes Hound,0,12.217168212,1,9.3872093395170318247241324164401087478,1,1001,1,1001,1250.6,0,0
143198013,AUS / Cann (AUS) 28th Apr,R12 380m Gr5,28-04-2018 15:42,17427850,8. Hazy Daisy,0,9.6,1,1,1,1001,1,1001,0,0,0
143219650,TRP / Newc 28th Apr,A2 480m,28-04-2018 15:53,16514212,1. When Im Sober,0,11.717131668575467,1,1,1,1001,1,1001,0,0,0
143217940,RPGTV / Sheff 28th Apr,A1 500m,28-04-2018 19:51,14871647,3. Ramor Express,0,6.9050974815944235,1,1,1,1001,1,1001,0,0,0
143197913,AUS / Cran (AUS) 28th Apr,R3 311m Mdn,28-04-2018 08:52,18454718,5. Blunderbuss,0,16.983545675389472,1,11.3975716064757160647571606475716064757,1,1001,1,1001,160.6,0,0
143219648,TRP / Newc 28th Apr,A4 480m,28-04-2018 15:37,12760892,1. September Stars,0,8.4,1,1,1,1001,1,1001,0,0,0
143216275,SIS / Hove 28th Apr,D3 285m,28-04-2018 20:37,12055675,5. Brinkleys Daisy,0,5.576580291,1,1,1,1001,1,1001,0,0,0
143217928,RPGTV / Sheff 28th Apr,A6 500m,28-04-2018 18:09,18442939,1. Inca Patriot,0,5.8,1,1,1,1001,1,1001,0,0,0
143219020,SIS / Crayfd 28th Apr,A8 380m,28-04-2018 11:36,16791441,2. Springwood Dawn,0,9.8,1,10.4117347370559062981330715458438415057,1,1001,1,1001,1181.62,0,0
143198017,AUS / Nowr (AUS) 28th Apr,R2 520m Heat,28-04-2018 08:39,17054107,2. Uncle Donuts,0,1.6,1,1.65230370595894359764984809519799446794,1,1001,1,1001,3087.46,0,0
143197909,AUS / Cran (AUS) 28th Apr,R1 311m Mdn,28-04-2018 08:17,18454696,5. Water Pistol,1,5.182996966681677,1,4.18839730224245776775456363558997489469,1,1001,1,1001,1880.08,0,0
143197991,AUS / Cann (AUS) 28th Apr,R1 380m Nvce,28-04-2018 12:12,18455114,1. Sticky Vicki,0,3.253988597,1,1,1,1001,1,1001,0,0,0
143197953,AUS / Mead (AUS) 28th Apr,R11 525m Gr5,28-04-2018 13:49,18086185,8. Apache Flame,1,12,1,1,1,1001,1,1001,0,0,0
143197927,AUS / Cran (AUS) 28th Apr,R10 311m Gr6/7,28-04-2018 11:05,18454734,7. Annaley Rooka,0,12,1,12.1452193322097207670933357627659089874,1,1001,1,1001,439.06,0,0
143219026,SIS / Crayfd 28th Apr,A6 380m,28-04-2018 12:21,18010729,5. Tinas Fred,0,8.2,1,1,1,1001,1,1001,0,0,0
143217946,RPGTV / Sheff 28th Apr,A3 500m,28-04-2018 20:43,17676458,2. Rhincrew Oscar,0,4.7916493045701625,1,1,1,1001,1,1001,0,0,0
143217934,RPGTV / Sheff 28th Apr,A5 500m,28-04-2018 19:02,16575363,1. Goldies Holland,0,4.9,1,1,1,1001,1,1001,0,0,0
143219665,TRP / Newc 28th Apr,D2 290m,28-04-2018 17:27,18448111,4. Ballymac Moon,0,3.731478778490345,1,1,1,1001,1,1001,0,0,0
143198021,AUS / Nowr (AUS) 28th Apr,R4 365m Gr4/5,28-04-2018 09:21,17398821,2. Player,0,27.8268491048523,1,14.9508492022645393721049922799794132784,1,1001,1,1001,77.72,0,0
143219028,SIS / Crayfd 28th Apr,A3 380m,28-04-2018 12:36,10519075,2. Organised Chaos,0,15.689524972517102,1,1,1,1001,1,1001,0,0,0
143219028,SIS / Crayfd 28th Apr,A3 380m,28-04-2018 12:36,11442460,3. Glenside Dave,1,7.981867325347412,1,1,1,1001,1,1001,0,0,0
143217930,RPGTV / Sheff 28th Apr,D3 280m,28-04-2018 18:26,18442945,1. Hillcroft Baby,0,7.138020864580174,1,1,1,1001,1,1001,0,0,0
143197949,AUS / Mead (AUS) 28th Apr,R9 600m Gr5,28-04-2018 13:12,16023106,6. Bonts Magic,0,112.724634574,1,1,1,1001,1,1001,0,0,0
143216490,SIS / Romfd 28th Apr,A1 400m,28-04-2018 19:28,14931833,1. Delfi Danero,0,19.344927340559657,1,1,1,1001,1,1001,0,0,0
143217954,RPGTV / Sheff 28th Apr,A6 500m,28-04-2018 21:54,17320937,4. Geelo Georgia,0,6.8,1,1,1,1001,1,1001,0,0,0
143214371,SIS / Romfd 28th Apr,A3 400m,28-04-2018 11:59,14707633,1. Aero Fleur,0,12.6238242,1,12.6876672395414101420584332238344899602,1,1001,1,1001,919.34,0,0
143197929,AUS / Cran (AUS) 28th Apr,R11 311m Gr5,28-04-2018 11:27,18454736,8. Prince Mikado,0,3.895983115383133,1,3.26310978478579398045462488741917705099,1,1001,1,1001,2975.64,0,0
143214385,SIS / Romfd 28th Apr,A2 400m,28-04-2018 13:47,17424446,3. Borwick Tina,0,5.335172859214945,1,1,1,1001,1,1001,0,0,0
143217709,SIS / Monm 28th Apr,A7 480m,28-04-2018 18:49,15915432,3. Kilbride Bolt,0,4.362522406,1,1,1,1001,1,1001,0,0,0
143217713,SIS / Monm 28th Apr,S1 630m,28-04-2018 19:23,15481617,5. Coolagown Pretty,0,17.868010765104557,1,1,1,1001,1,1001,0,0,0
143219033,SIS / Crayfd 28th Apr,A7 380m,28-04-2018 13:07,16551291,2. Metric Lisa,1,17.88931687669102,1,1,1,1001,1,1001,0,0,0
143218061,RPGTV / Crayfd 28th Apr,A5 380m,28-04-2018 21:45,13420976,2. Bearhaven Aliza,0,13.641099834476805,1,1,1,1001,1,1001,0,0,0
143217719,SIS / Monm 28th Apr,A5 480m,28-04-2018 20:11,10960546,1. Fagans Brae,0,11.678182335695022,1,1,1,1001,1,1001,0,0,0
143219131,TRP / Newc 28th Apr,A4 480M,28-04-2018 14:04,14330119,5. Shellam Cobie,0,11.5,1,1,1,1001,1,1001,0,0,0
143197955,AUS / Mead (AUS) 28th Apr,R12 525m Gr5,28-04-2018 14:04,12576228,3. Clovally Granite,0,48.11752107823966,1,1,1,1001,1,1001,0,0,0
143216486,SIS / Romfd 28th Apr,A7 400m,28-04-2018 18:56,11683900,4. Halls Legion,0,6.264110019894433,1,1,1,1001,1,1001,0,0,0
143217538,TRP / Towc 28th Apr,D3 260m,28-04-2018 12:47,12132288,1. Ho Lee Moses,0,4.3,1,1,1,1001,1,1001,0,0,0
143219016,SIS / Crayfd 28th Apr,A4 380m,28-04-2018 11:06,12744441,2. Call Vinnie,0,6.134376553,1,5.32692677148862101591107708530446275739,1,1001,1,1001,2769.14,0,0
143216283,SIS / Hove 28th Apr,A2 515m,28-04-2018 21:43,13398782,4. Guinness Brandy,0,10.000208236,1,1,1,1001,1,1001,0,0,0
143216494,SIS / Romfd 28th Apr,S2 575m,28-04-2018 19:59,9933877,1. Deano Mixa,0,28,1,1,1,1001,1,1001,0,0,0
143219650,TRP / Newc 28th Apr,A2 480m,28-04-2018 15:53,17787020,3. Burgess Ronnie,0,2.14,1,1,1,1001,1,1001,0,0,0
143218057,RPGTV / Crayfd 28th Apr,H1 380m,28-04-2018 21:27,10267089,6. Fridays Sean,0,6.4,1,1,1,1001,1,1001,0,0,0
143198049,AUS / Gard (AUS) 28th Apr,R7 515m Heat,28-04-2018 09:52,17452217,4. Mad Ones,1,1.6812462855299257,1,1.55591485568514528114099082994327899584,1,1001,1,1001,8279.12,0,0
143198053,AUS / Gard (AUS) 28th Apr,R9 400m FFA,28-04-2018 10:39,10675304,3. Miss Bristle,0,41.59138307,1,26.9533132530120481927710843373493975904,1,1001,1,1001,13.28,0,0
143197931,AUS / Cran (AUS) 28th Apr,R12 311m Gr5,28-04-2018 11:50,13001654,1. Magic Myer,0,5.817224744544946,1,5.90926974711700768272097682563220748079,1,1001,1,1001,1267.78,0,0
143198007,AUS / Cann (AUS) 28th Apr,R9 380m Gr5,28-04-2018 14:52,17297080,8. Midnight Rama,1,4.784697163,1,1,1,1001,1,1001,0,0,0
143217707,SIS / Monm 28th Apr,A3 480m,28-04-2018 18:33,13221223,4. Coolavanny Mike,1,7.204000813,1,1,1,1001,1,1001,0,0,0
143198023,AUS / Nowr (AUS) 28th Apr,R5 520m heat,28-04-2018 09:48,12238768,2. Dodgin Ethics,0,35.171779201,1,23.6849739243807040417209908735332464146,1,1001,1,1001,122.72,0,0
143216508,SIS / Romfd 28th Apr,S1 575m,28-04-2018 21:58,13195056,4. Rushbrook Rocco,0,4.9,1,1,1,1001,1,1001,0,0,0
143198065,AUS / WPrk (AUS) 28th Apr,R3 720m Gr5,28-04-2018 11:12,13434120,7. Jackies Lady,0,5.595907053166448,1,4.83742571296861567596526419396234877839,1,1001,1,1001,1605.26,0,0
143214325,SIS / Romfd 28th Apr,A4 400m,28-04-2018 10:44,18437740,2. Babs You Go,1,10.25411719819531,1,8.27447647538754419363611639923850965461,1,1001,1,1001,1029.56,0,0
143198075,AUS / WPrk (AUS) 28th Apr,R8 520m FFA,28-04-2018 13:05,10658149,3. Ritza Lenny,1,3.874949528738144,1,1,1,1001,1,1001,0,0,0
143216194,SIS / Donc 28th Apr,D2 275m,28-04-2018 14:57,10810098,5. Gingers Dream,0,24.77940389010881,1,1,1,1001,1,1001,0,0,0
143198013,AUS / Cann (AUS) 28th Apr,R12 380m Gr5,28-04-2018 15:42,12381857,6. Bwana Rama,0,37.174199143889126,1,1,1,1001,1,1001,0,0,0
143197929,AUS / Cran (AUS) 28th Apr,R11 311m Gr5,28-04-2018 11:27,12495103,7. Roshanis Dream,0,12,1,4.53090758162700608743774211400110680686,1,1001,1,1001,361.4,0,0
143197921,AUS / Cran (AUS) 28th Apr,R7 311m Gr5,28-04-2018 10:04,12917290,5. Oozing Mojo,1,29,1,1.79896907216494845360824742268041237113,1,1001,1,1001,93.12,0,0
143219659,TRP / Newc 28th Apr,HC 640m,28-04-2018 16:28,10990831,6. Going All In,1,2.95109105751726,1,1,1,1001,1,1001,0,0,0
143197935,AUS / Mead (AUS) 28th Apr,R2 525m Gr5,28-04-2018 10:35,10759795,4. Celestial Folk,0,28,1,23.8057564575645756457564575645756457565,1,1001,1,1001,135.5,0,0
143197991,AUS / Cann (AUS) 28th Apr,R1 380m Nvce,28-04-2018 12:12,17568389,4. Uncertainty,0,6.8,1,1,1,1001,1,1001,0,0,0
143198041,AUS / Gard (AUS) 28th Apr,R3 400m Mdn,28-04-2018 08:44,18454913,8. Son Of Gus,0,1.88,1,1.73366959983827311627489077819831759117,1,1001,1,1001,7123.12,0,0
143217729,SIS / Monm 28th Apr,A4 480m,28-04-2018 21:32,13098694,6. Cross Keys Rich,0,9.99551158144139,1,1,1,1001,1,1001,0,0,0
143217936,RPGTV / Sheff 28th Apr,A1 500m,28-04-2018 19:19,16512684,4. Kingdom Deere,0,6.154471623,1,1,1,1001,1,1001,0,0,0
143198021,AUS / Nowr (AUS) 28th Apr,R4 365m Gr4/5,28-04-2018 09:21,11688922,8. Sound Of Belles,0,27.74943563132547,1,17.5343101432329728149663840982168956446,1,1001,1,1001,273.68,0,0
143214377,SIS / Romfd 28th Apr,A2 400m,28-04-2018 12:44,12715745,5. Cushtybot Ripper,0,6.2,1,1,1,1001,1,1001,0,0,0
143214976,TRP / PBarr 28th Apr,A6 480m,28-04-2018 11:37,10767785,6. Tyrur Clodagh,0,4.113165686,1,3.17127792672028596961572832886505808758,1,1001,1,1001,335.7,0,0
143216508,SIS / Romfd 28th Apr,S1 575m,28-04-2018 21:58,17012927,1. Chopchop Joshie,0,25.478826034622468,1,1,1,1001,1,1001,0,0,0
143198077,AUS / WPrk (AUS) 28th Apr,R9 520m Gr5,28-04-2018 13:27,11613086,4. Frekey,0,85,1,1,1,1001,1,1001,0,0,0
143218037,RPGTV / Crayfd 28th Apr,A4 380m,28-04-2018 20:00,11957727,3. Reagrove Aero,0,5.4,1,1,1,1001,1,1001,0,0,0
143214373,SIS / Romfd 28th Apr,A1 400m,28-04-2018 12:13,12081427,3. Ardrahan Scamp,0,6.827602662449899,1,1,1,1001,1,1001,0,0,0
143214992,TRP / PBarr 28th Apr,A6 480m,28-04-2018 13:44,17165515,3. Quivers Dasher,0,13,1,5.63081426981458926327419952121197101072,1,1001,1,1001,12,0,0
143198005,AUS / Cann (AUS) 28th Apr,R8 600m Gr4/5,28-04-2018 14:32,12898187,4. Miss America,1,2.46,1,1,1,1001,1,1001,0,0,0
143216206,SIS / Donc 28th Apr,B4 450m,28-04-2018 16:57,12266520,1. Tyrap Yuma,0,36,1,1,1,1001,1,1001,0,0,0
143198017,AUS / Nowr (AUS) 28th Apr,R2 520m Heat,28-04-2018 08:39,13687854,3. Julia Gulia,0,12.5,1,11.7727823627864027240722571708893634213,1,1001,1,1001,346.54,0,0
143219685,TRP / Newc 28th Apr,A7 480m,28-04-2018 17:59,18245842,1. View Blue,0,5.6,1,1,1,1001,1,1001,0,0,0
143214980,TRP / PBarr 28th Apr,D4 275m,28-04-2018 12:08,18437231,3. Joyful Jean,0,4.971061470832757,1,4.59994150095060955259477033498205654158,1,1001,1,1001,4,0,0
143197995,AUS / Cann (AUS) 28th Apr,R3 520m Gr5,28-04-2018 12:57,12083590,7. Ouchamp,0,10,1,1,1,1001,1,1001,0,0,0
143214312,SIS / Romfd 28th Apr,A8 400m,28-04-2018 10:29,17804102,5. Winnies Wonder,0,6.393163976224898,1,5.56911076111016516260854759066916397071,1,1001,1,1001,939.68,0,0
143217723,SIS / Monm 28th Apr,S1 630m,28-04-2018 20:42,12995345,5. Whitehouse Mo,0,6.4,1,1,1,1001,1,1001,0,0,0
143214371,SIS / Romfd 28th Apr,A3 400m,28-04-2018 11:59,11737280,6. Aero Titan,0,6.6,1,6.02638927402806278076645776717874771227,1,1001,1,1001,2884.96,0,0
143214367,SIS / Romfd 28th Apr,A4 400m,28-04-2018 11:28,12936325,2. Graceless Lady,0,4.588539698,1,4.25023205742404875970429346889259660386,1,1001,1,1001,6149.34,0,0
143198025,AUS / Nowr (AUS) 28th Apr,R6 520m Gr4/5,28-04-2018 10:09,16125980,7. Drink Schooners,1,2.698798078113697,1,2.4403972638779268613522757169166008945,1,1001,1,1001,2128.56,0,0
143214988,TRP / PBarr 28th Apr,A7 480m,28-04-2018 13:11,10996666,1. Leamaneigh Raven,0,5.6,1,1,1,1001,1,1001,0,0,0
143197911,AUS / Cran (AUS) 28th Apr,R2 311m Mdn,28-04-2018 08:32,12991067,3. Jens Magic,0,95,1,79.8716814159292035398230088495575221239,1,1001,1,1001,76.84,0,0
143219661,TRP / Newc 28th Apr,HC 480m,28-04-2018 16:47,10731255,3. Vics Desnhelen,0,4.7,1,1,1,1001,1,1001,0,0,0
143217707,SIS / Monm 28th Apr,A3 480m,28-04-2018 18:33,13008017,1. Pennys Gatsby,0,16.5,1,1,1,1001,1,1001,0,0,0
143216484,SIS / Romfd 28th Apr,A4 400m,28-04-2018 18:39,13395664,6. Feora Tony,0,5.199457462505671,1,1,1,1001,1,1001,0,0,0
143216200,SIS / Donc 28th Apr,A3 483m,28-04-2018 15:57,16497671,3. Ballycoole Pearl,0,6.6,1,1,1,1001,1,1001,0,0,0
143216194,SIS / Donc 28th Apr,D2 275m,28-04-2018 14:57,17000820,1. Coonough Willie,1,2.6672995685411287,1,1,1,1001,1,1001,0,0,0
143198071,AUS / WPrk (AUS) 28th Apr,R6 520m Heat,28-04-2018 12:20,16367967,8. Slingshot Gypsy,0,12.883819549272305,1,1,1,1001,1,1001,0,0,0
143217723,SIS / Monm 28th Apr,S1 630m,28-04-2018 20:42,9504421,1. Final Ace,0,9.6,1,1,1,1001,1,1001,0,0,0
143217952,RPGTV / Sheff 28th Apr,D3 280m,28-04-2018 21:36,18443011,1. Texas Severide,0,4.4,1,1,1,1001,1,1001,0,0,0
143214381,SIS / Romfd 28th Apr,A1 400m,28-04-2018 13:14,12159436,1. Powerful Boys,0,12.02865623134887,1,1,1,1001,1,1001,0,0,0
143197955,AUS / Mead (AUS) 28th Apr,R12 525m Gr5,28-04-2018 14:04,17649925,1. Dyna Alistair,1,2.6936977845896033,1,1,1,1001,1,1001,0,0,0
143198019,AUS / Nowr (AUS) 28th Apr,R3 722m Heat,28-04-2018 09:04,10941623,1. Selena,0,18.602,1,29.930449826989619377162629757785467128,1,1001,1,1001,28.9,0,0
143197935,AUS / Mead (AUS) 28th Apr,R2 525m Gr5,28-04-2018 10:35,14736061,2. Orleans,0,9.190609311238365,1,6.00141217524058777023527166653035631526,1,1001,1,1001,733.62,0,0
143218051,RPGTV / Crayfd 28th Apr,A5 380m,28-04-2018 20:51,11391360,5. Lord Kilgraney,1,5.624005374,1,1,1,1001,1,1001,0,0,0
143217534,TRP / Towc 28th Apr,A7 480m,28-04-2018 12:17,12444859,4. Sophies Eclipse,0,11.266346603372979,1,1,1,1001,1,1001,0,0,0
143197923,AUS / Cran (AUS) 28th Apr,R8 520m Gr4/5,28-04-2018 10:20,10972196,3. Faithful Hill,0,34.76939286947716,1,26.1338376491125981961012510910677916788,1,1001,1,1001,68.74,0,0
143218057,RPGTV / Crayfd 28th Apr,H1 380m,28-04-2018 21:27,17771503,4. Scruffs Hero,0,75,1,1,1,1001,1,1001,0,0,0
143214377,SIS / Romfd 28th Apr,A2 400m,28-04-2018 12:44,12910738,1. Wychwood Lucy,0,15.823652501156323,1,1,1,1001,1,1001,0,0,0
143216490,SIS / Romfd 28th Apr,A1 400m,28-04-2018 19:28,17375015,6. Basvegas Doris,0,4.484597675704862,1,1,1,1001,1,1001,0,0,0
143217540,TRP / Towc 28th Apr,S2 686m,28-04-2018 13:04,17678594,1. Beatties Artemis,0,10.397069147378135,1,1,1,1001,1,1001,0,0,0
143197909,AUS / Cran (AUS) 28th Apr,R1 311m Mdn,28-04-2018 08:17,18454694,3. Red Queen,0,5.0141919657875755,1,4.27839301428281324037094699790157720165,1,1001,1,1001,886.38,0,0
143217731,SIS / Monm 28th Apr,A5 480m,28-04-2018 21:47,14858155,1. Slaneyside Mavis,0,9.450365582537195,1,1,1,1001,1,1001,0,0,0
143219022,SIS / Crayfd 28th Apr,S7 540m,28-04-2018 11:52,12795053,4. Cromac Terror,0,6.4,1,7.15927675192761828890090192619569237773,1,1001,1,1001,2108.82,0,0
143197955,AUS / Mead (AUS) 28th Apr,R12 525m Gr5,28-04-2018 14:04,14380942,5. Dorrigo Bale,0,24.321224959260725,1,1,1,1001,1,1001,0,0,0
143216508,SIS / Romfd 28th Apr,S1 575m,28-04-2018 21:58,12327538,5. Halfway To Ricky,0,2.707715131559744,1,1,1,1001,1,1001,0,0,0
143216208,SIS / Donc 28th Apr,B2 450m,28-04-2018 17:17,17138562,5. Locnamon Ellie,1,5.222693258,1,1,1,1001,1,1001,0,0,0
143219663,TRP / Newc 28th Apr,A6 480m,28-04-2018 17:07,18448068,3. Crooks Patriot,1,3.05,1,1,1,1001,1,1001,0,0,0
143217711,SIS / Monm 28th Apr,A3 480m,28-04-2018 19:07,12744191,2. Ballydoyle Gate,0,6.81343846840784,1,1,1,1001,1,1001,0,0,0
143198005,AUS / Cann (AUS) 28th Apr,R8 600m Gr4/5,28-04-2018 14:32,11578882,7. Bushmans Luck,0,17.5,1,1,1,1001,1,1001,0,0,0
143216494,SIS / Romfd 28th Apr,S2 575m,28-04-2018 19:59,11818693,4. Swift Labros,1,5.390368634135947,1,1,1,1001,1,1001,0,0,0
143217526,TRP / Towc 28th Apr,A7 480m,28-04-2018 11:16,12133670,3. Good Day,1,8.584294318739122,1,7.80428455845608357328129833662518144825,1,1001,1,1001,1680.92,0,0
143216504,SIS / Romfd 28th Apr,A2 400m,28-04-2018 21:21,16346675,2. Proper Julie,0,8.4,1,1,1,1001,1,1001,0,0,0
143197919,AUS / Cran (AUS) 28th Apr,R6 311m FFA,28-04-2018 09:40,15584078,5. Minnie Wizard,0,20.573119313307103,1,14.7217275155832591273374888691006233304,1,1001,1,1001,134.76,0,0
143217956,RPGTV / Sheff 28th Apr,A7 500m,28-04-2018 22:12,17914335,5. Geelo Vicky,0,3.85,1,1,1,1001,1,1001,0,0,0
143198069,AUS / WPrk (AUS) 28th Apr,R5 520m Heat,28-04-2018 11:57,12337641,7. Up Hill Jill,0,1.43,1,1.35565940607308083600792637211050480443,1,1001,1,1001,10163.54,0,0
143219040,SIS / Crayfd 28th Apr,A8 380m,28-04-2018 13:57,15493882,1. Bells Brandy,0,24,1,1,1,1001,1,1001,0,0,0
143217954,RPGTV / Sheff 28th Apr,A6 500m,28-04-2018 21:54,18443018,2. Hilldun Bess,0,24.766391903652107,1,1,1,1001,1,1001,0,0,0
143198057,AUS / Gard (AUS) 28th Apr,R11 400m Gr5,28-04-2018 11:23,13363179,8. Stitch Gun Miss,0,30,1,23.3485211830535571542765787370103916867,1,1001,1,1001,25.02,0,0
143198031,AUS / Nowr (AUS) 28th Apr,R9 365m M3,28-04-2018 11:15,12253106,4. Back For Love,0,7.898733219468849,1,6.84938498402555910543130990415335463259,1,1001,1,1001,250.4,0,0
143197997,AUS / Cann (AUS) 28th Apr,R4 520m FFA,28-04-2018 13:20,12617854,4. Black Bombshell,0,6.513038558359838,1,1,1,1001,1,1001,0,0,0
143198049,AUS / Gard (AUS) 28th Apr,R7 515m Heat,28-04-2018 09:52,12286240,1. Wolf Is Back,0,13.316648887622286,1,13.7971655892590750870213823968175037295,1,1001,1,1001,201.1,0,0
143217711,SIS / Monm 28th Apr,A3 480m,28-04-2018 19:07,12081779,4. Gortkelly Damo,0,13.5,1,1,1,1001,1,1001,0,0,0
143216285,SIS / Hove 28th Apr,A6 515m,28-04-2018 22:02,18437053,3. Go On Annie,0,2.9,1,1,1,1001,1,1001,0,0,0
143216188,SIS / Donc 28th Apr,B7 450m,28-04-2018 14:03,18437114,5. Rogully Mist,0,2.96,1,1,1,1001,1,1001,0,0,0
143214312,SIS / Romfd 28th Apr,A8 400m,28-04-2018 10:29,13055744,2. Toocooltoofool,0,5.519643826,1,4.22846888615797117640487096413808513015,1,1001,1,1001,2864.32,0,0
143198079,AUS / WPrk (AUS) 28th Apr,R10 520m Gr5,28-04-2018 13:45,17310961,10. Foxy Lee Mae,0,30,1,1,1,1001,1,1001,0,0,0
143214994,TRP / PBarr 28th Apr,A8 480m,28-04-2018 13:58,17542239,4. Sole Trader,1,7.114027750552923,1,1,1,1001,1,1001,0,0,0
143217727,SIS / Monm 28th Apr,A3 480m,28-04-2018 21:16,17739504,2. Neds Me Daddy,0,11.041083384403027,1,1,1,1001,1,1001,0,0,0
143216494,SIS / Romfd 28th Apr,S2 575m,28-04-2018 19:59,9504542,2. Dudleys Meilleur,0,28.024553214165493,1,1,1,1001,1,1001,0,0,0
143217711,SIS / Monm 28th Apr,A3 480m,28-04-2018 19:07,15881259,6. Timingtoatee,1,5.616440980145709,1,1,1,1001,1,1001,0,0,0
143216281,SIS / Hove 28th Apr,D1 285m,28-04-2018 21:26,13768667,4. Punkrock Rambo,0,5.194193047186399,1,1,1,1001,1,1001,0,0,0
143214965,TRP / PBarr 28th Apr,A7 480m,28-04-2018 10:38,12183567,1. Marshbrook Mimic,0,3.7707275192519587,1,3.63697341384495477125829587233607041355,1,1001,1,1001,2540.42,0,0
143216504,SIS / Romfd 28th Apr,A2 400m,28-04-2018 21:21,10605691,1. Burtonlodgerocky,0,10,1,1,1,1001,1,1001,0,0,0
143218055,RPGTV / Crayfd 28th Apr,A6 380m,28-04-2018 21:09,12201600,5. North Lotts,1,12.5,1,1,1,1001,1,1001,0,0,0
143217719,SIS / Monm 28th Apr,A5 480m,28-04-2018 20:11,11671620,4. Catunda Jasper,0,8.823992326,1,1,1,1001,1,1001,0,0,0
143214978,TRP / PBarr 28th Apr,A9 480m,28-04-2018 11:51,11834044,4. Marshbrook Snoop,0,7.92,1,1,1,1001,1,1001,0,0,0
143216192,SIS / Donc 28th Apr,OR 483m,28-04-2018 14:38,11790852,4. Poolie Tommy,0,17.5,1,1,1,1001,1,1001,0,0,0
143198075,AUS / WPrk (AUS) 28th Apr,R8 520m FFA,28-04-2018 13:05,13218758,8. Glengarrie Mate,0,10.122985116617052,1,1,1,1001,1,1001,0,0,0
143198065,AUS / WPrk (AUS) 28th Apr,R3 720m Gr5,28-04-2018 11:12,12542665,8. Chase The Cash,0,5.651184378592298,1,4.58224946124807042748628284094208989897,1,1001,1,1001,1308.58,0,0
